town,road_id,lane_id,entry_s_m,R_m,direction,R_spread,curve_m,heading_deg,lead_in_m,lane_width_m,lanes_left,lanes_right,junction,x,y,v_ay85_kmh,ay_at_130
Town12,747,1,71.6,501.9,left,0.01,52.0,-5.9,500.0,3.25,0,1,False,732.5,4293.3,128.8,2.6
Town12,14458,2,75.3,197.3,right,0.0,50.0,14.5,0.0,3.5,0,0,True,701.6,3067.0,80.7,6.61
Town12,263,-2,293.8,550.9,right,0.182,68.0,7.1,500.0,3.25,1,0,False,766.1,3919.6,130.0,2.37
Town12,14338,-4,0.0,101.1,left,0.0,82.0,-46.5,0.0,3.5,2,0,True,-793.3,2989.7,57.8,12.9
Town12,14338,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,True,-794.5,2993.0,57.8,12.9
Town12,14338,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,True,-795.7,2996.3,57.8,12.9
Town12,304,-2,138.0,520.3,right,0.167,76.0,8.4,500.0,3.25,1,0,False,2352.1,4996.6,130.0,2.51
Town12,104,2,77.9,336.2,right,0.013,60.0,10.2,0.0,3.5,0,0,False,-1007.7,3134.0,105.4,3.88
Town12,738,3,1313.4,1184.9,left,0.0,960.0,-46.4,0.0,3.5,0,3,False,-1286.3,3087.1,130.0,1.1
Town12,738,4,1313.4,1184.9,left,0.0,960.0,-46.4,0.0,3.5,1,2,False,-1286.4,3083.6,130.0,1.1
Town12,738,5,1313.4,1184.9,left,0.0,960.0,-46.4,0.0,3.5,2,1,False,-1286.5,3080.1,130.0,1.1
Town12,14175,-1,10.0,174.9,left,0.071,100.0,-32.8,0.0,2.75,0,0,True,-1446.8,3680.8,76.0,7.45
Town12,14145,-1,10.0,509.1,right,0.074,78.0,8.8,0.0,3.25,0,1,True,826.4,4280.6,129.7,2.56
Town12,20218,2,16.0,83.8,right,0.0,70.0,47.8,0.0,3.28,0,0,True,982.6,3198.6,52.6,15.56
Town12,14145,-2,10.0,509.1,right,0.074,78.0,8.8,0.0,3.25,1,0,True,825.7,4277.4,129.7,2.56
Town12,14144,1,11.2,274.5,right,0.068,80.0,16.7,0.0,3.25,0,1,True,825.8,4284.0,95.3,4.75
Town12,602,1,94.5,457.2,right,0.024,94.0,11.8,326.0,3.25,0,1,False,683.7,5020.7,122.9,2.85
Town12,5472,1,0.1,328.0,left,0.0,212.0,-37.0,0.0,2.75,0,0,True,-121.6,5002.7,104.1,3.98
Town12,935,2,113.4,403.3,left,0.164,300.0,-42.6,500.0,3.25,1,0,False,2584.2,4330.3,115.4,3.23
Town12,820,-4,684.3,500.0,right,0.0,276.0,31.6,500.0,3.5,2,0,False,25.1,6410.8,128.5,2.61
Town12,820,-3,684.3,500.0,right,0.0,276.0,31.6,500.0,3.5,1,1,False,27.1,6413.7,128.5,2.61
Town12,820,-2,684.3,500.0,right,0.0,276.0,31.6,500.0,3.5,0,2,False,29.0,6416.7,128.5,2.61
Town12,13,-1,12.4,503.8,left,0.034,86.0,-9.8,100.0,2.75,0,0,False,253.8,5937.5,129.0,2.59
Town12,12,1,148.6,169.2,left,0.063,102.0,-34.5,0.0,2.75,0,0,False,295.4,5733.9,74.8,7.71
Town12,10982,-2,3.5,272.1,right,0.0,224.0,47.2,500.0,3.5,0,1,True,3829.1,5335.2,94.8,4.79
Town12,304,2,228.8,500.0,left,0.0,70.0,-8.0,18.0,3.25,1,0,False,2443.3,4994.4,128.5,2.61
Town12,1040,-1,48.0,238.6,right,0.009,128.0,30.7,48.0,2.75,0,0,False,427.4,5641.3,88.8,5.46
Town12,1146,1,537.7,146.6,right,0.154,136.0,53.1,104.0,3.0,0,0,False,-3474.0,2395.5,69.6,8.89
Town12,18190,2,30.2,96.5,right,0.151,88.0,52.2,500.0,3.5,0,0,True,779.0,2970.1,56.5,13.51
Town12,281,1,776.7,500.5,right,0.02,392.0,44.9,104.0,3.0,0,0,False,-3006.6,3047.3,128.6,2.61
Town12,1018,2,478.7,133.3,right,0.056,52.0,22.4,0.0,3.25,1,0,False,-1181.7,4866.0,66.4,9.78
Town12,2368,-2,3.0,251.8,right,0.001,82.0,18.7,0.0,3.5,0,0,True,826.3,3103.1,91.2,5.18
Town12,1018,1,483.0,133.9,right,0.073,56.0,24.0,0.0,3.25,0,1,False,-1176.5,4866.8,66.5,9.74
Town12,1018,-2,407.4,138.8,left,0.155,94.0,-38.8,500.0,3.25,1,0,False,-1247.7,4892.2,67.7,9.4
Town12,3750,-1,0.0,251.8,right,0.0,306.0,69.6,0.0,3.5,0,0,True,-3342.2,1594.3,91.2,5.18
Town12,8764,2,40.2,55.8,right,0.152,42.0,43.1,500.0,3.25,0,0,True,-819.4,4791.2,42.9,23.36
Town12,942,-2,32.5,172.7,left,0.169,76.0,-25.2,0.0,3.25,1,0,False,2423.5,5149.4,75.6,7.55
Town12,350,-1,128.4,76.9,left,0.159,104.0,-77.4,500.0,2.75,0,0,False,388.2,4998.9,50.4,16.95
Town12,701,-3,25.1,342.2,right,0.0,66.0,11.1,0.0,3.5,1,0,False,3529.2,5913.9,106.3,3.81
Town12,223,-1,182.3,143.8,right,0.064,168.0,66.9,0.0,3.0,0,0,False,-2994.1,471.6,68.9,9.07
Town12,636,1,118.9,210.1,right,0.0,62.0,16.9,0.0,2.75,0,0,False,216.8,5537.0,83.3,6.21
Town12,808,-1,385.3,83.5,left,0.155,128.0,-87.8,54.0,2.75,0,0,False,-1214.4,3577.3,52.5,15.62
Town12,582,-1,218.0,246.9,right,0.004,170.0,39.5,48.0,2.75,0,0,False,-1533.8,3479.7,90.3,5.28
Town12,304,1,231.7,519.5,left,0.155,74.0,-8.2,16.0,3.25,0,1,False,2445.6,4998.1,130.0,2.51
Town12,437,-1,143.0,503.8,right,0.024,62.0,7.1,500.0,3.0,0,0,False,2358.3,4876.9,129.0,2.59
Town12,701,-3,25.2,342.2,right,0.0,198.0,33.2,0.0,3.5,1,0,False,3529.2,5914.0,106.3,3.81
Town12,499,-2,43.0,172.1,left,0.167,82.0,-27.3,0.0,3.5,0,0,False,3985.6,4533.3,75.4,7.58
Town12,984,1,133.2,347.3,right,0.0,74.0,12.2,0.0,3.25,0,1,False,927.7,4696.8,107.1,3.75
Town12,738,-3,50.6,1184.9,right,0.0,714.0,34.5,124.0,3.5,2,0,False,-2297.9,3733.4,130.0,1.1
Town12,941,-2,50.1,253.7,right,0.154,74.0,16.7,500.0,3.25,1,0,False,2453.2,5065.3,91.6,5.14
Town12,941,-1,50.1,253.7,right,0.154,74.0,16.7,500.0,3.25,0,1,False,2456.4,5065.8,91.6,5.14
Town12,8074,1,2.5,420.6,left,0.014,100.0,-13.6,0.0,2.75,0,0,True,-273.8,5916.5,117.9,3.1
Town12,168,-3,0.8,375.4,left,0.0,126.0,-19.2,0.0,3.5,1,0,False,549.6,6034.9,111.4,3.47
Town12,19569,-1,0.0,419.5,left,0.0,236.0,-32.2,0.0,2.75,0,0,True,-554.1,6089.4,117.7,3.11
Town12,437,1,224.8,522.0,left,0.155,66.0,-7.2,500.0,3.0,0,0,False,2440.0,4880.3,130.0,2.5
Town12,307,-1,57.9,50.7,right,0.158,64.0,72.3,420.0,3.0,0,0,False,2276.4,4318.0,41.0,25.69
Town12,1152,1,960.4,2007.0,left,0.173,850.0,-24.3,500.0,3.5,0,0,False,-3348.2,2890.9,130.0,0.65
Town12,740,1,2802.6,198.2,left,0.021,154.0,-44.5,68.0,3.0,0,0,False,-3744.6,3435.4,80.9,6.58
Town12,929,-1,234.0,39.9,right,0.005,44.0,63.2,234.0,2.75,0,0,False,-1420.2,5098.6,36.3,32.69
Town12,6642,1,16.4,257.4,right,0.0,72.0,16.0,0.0,2.75,0,0,True,484.6,5845.2,92.2,5.07
Town12,536,-1,62.1,246.3,right,0.006,134.0,31.2,0.0,2.75,0,0,False,428.7,5872.0,90.2,5.29
Town12,906,2,33.9,247.5,right,0.058,88.0,20.4,0.0,3.4,0,0,False,-2449.2,4833.9,90.4,5.27
Town12,6599,-1,12.0,257.4,right,0.0,58.0,12.9,0.0,2.75,0,0,True,497.7,5840.6,92.2,5.07
Town12,681,2,23.7,522.2,right,0.168,70.0,7.7,500.0,3.25,1,0,False,790.6,4543.6,130.0,2.5
Town12,307,1,137.0,48.5,left,0.0,58.0,-68.5,0.0,3.0,0,0,False,2331.6,4273.6,40.0,26.88
Town12,346,-1,1.2,328.0,right,0.0,228.0,39.8,0.0,2.75,0,0,False,-287.4,5088.6,104.1,3.98
Town12,950,1,1.6,279.7,left,0.157,82.0,-16.8,500.0,3.25,0,1,False,924.7,4279.5,96.1,4.66
Town12,281,-1,363.7,504.2,left,0.155,322.0,-36.6,322.0,3.0,0,0,False,-3266.8,2741.6,129.1,2.59
Town12,470,1,2578.3,173.4,left,0.0,118.0,-39.0,0.0,3.0,0,0,False,-3368.1,1924.1,75.7,7.52
Town12,935,1,110.8,399.8,left,0.012,260.0,-37.3,500.0,3.25,0,1,False,2581.4,4327.2,115.0,3.26
Town12,3316,1,0.3,328.4,right,0.013,230.0,40.1,0.0,2.75,0,0,True,-288.4,5089.6,104.2,3.97
Town12,241,-1,211.4,87.3,left,0.15,84.0,-55.1,470.0,3.25,0,1,False,-105.4,5529.9,53.7,14.94
Town12,10982,-2,3.2,272.7,right,0.016,138.0,29.0,500.0,3.5,0,1,True,3829.2,5334.9,94.9,4.78
Town12,241,-2,211.1,87.5,left,0.169,86.0,-56.3,212.0,3.25,1,0,False,-108.5,5531.0,53.8,14.9
Town12,10982,-3,3.4,272.4,right,0.008,158.0,33.2,500.0,3.5,1,0,True,3825.7,5334.5,94.9,4.79
Town12,3129,-5,0.7,171.1,right,0.168,82.0,27.5,318.0,3.5,0,0,True,4026.0,4446.3,75.2,7.62
Town12,377,1,129.8,316.1,left,0.143,102.0,-18.5,0.0,2.75,0,0,False,67.2,5721.6,102.2,4.13
Town12,530,-1,753.5,45.6,right,0.009,54.0,67.9,500.0,2.75,0,0,False,3140.6,-1456.3,38.8,28.63
Town12,10185,-1,11.2,419.5,right,0.0,100.0,13.7,0.0,2.75,0,0,True,-388.6,5954.2,117.7,3.11
Town12,263,-1,293.9,549.9,right,0.183,68.0,7.1,500.0,3.25,0,1,False,766.2,3916.3,130.0,2.37
Town12,934,2,504.9,399.5,left,0.0,150.0,-21.5,0.0,3.25,1,0,False,2581.9,4180.7,114.9,3.26
Town12,94,-1,107.5,760.1,left,0.161,74.0,-5.6,500.0,3.5,0,0,False,2254.3,-97.1,130.0,1.72
Town12,992,1,121.5,41.5,left,0.155,48.0,-66.3,500.0,2.75,0,0,False,132.2,3979.3,37.0,31.46
Town12,984,2,133.8,348.2,right,0.016,122.0,20.1,292.0,3.25,1,0,False,926.9,4693.6,107.3,3.74
Town12,465,1,594.3,98.6,right,0.161,42.0,24.4,352.0,2.75,0,0,False,3581.2,1807.2,57.1,13.23
Town12,345,-1,74.9,93.3,left,0.158,128.0,-78.6,78.0,2.75,0,0,False,-733.0,5136.3,55.5,13.98
Town12,1165,-1,31.0,384.7,right,0.031,112.0,16.7,0.0,2.75,0,0,False,505.8,5877.5,112.8,3.39
Town12,747,2,71.9,505.5,left,0.028,50.0,-5.7,500.0,3.25,1,0,False,732.2,4296.5,129.3,2.58
Town12,1005,-2,329.4,468.8,right,0.165,98.0,12.0,322.0,3.25,1,0,False,682.4,5024.5,124.5,2.78
Town12,1005,-1,329.4,468.8,right,0.165,98.0,12.0,322.0,3.25,0,1,False,681.4,5021.4,124.5,2.78
Town12,264,2,61.0,549.1,left,0.183,68.0,-7.1,500.0,3.25,1,0,False,853.7,3916.2,130.0,2.37
Town12,9896,-4,2.4,473.3,left,0.0,254.0,-30.7,500.0,3.5,2,0,True,689.3,6067.5,125.1,2.75
Town12,9896,-3,2.4,473.3,left,0.0,254.0,-30.7,500.0,3.5,1,1,True,689.3,6071.0,125.1,2.75
Town12,9896,-2,2.4,473.3,left,0.0,254.0,-30.7,500.0,3.5,0,2,True,689.4,6074.5,125.1,2.75
Town12,426,-4,0.0,101.1,left,0.0,160.0,-90.7,0.0,3.5,2,0,False,-735.3,3149.1,57.8,12.9
Town12,426,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,False,-738.3,3147.4,57.8,12.9
Town12,426,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,False,-741.3,3145.6,57.8,12.9
Town12,16493,-1,19.1,59.4,left,0.155,40.0,-38.6,384.0,2.75,0,0,True,2781.0,1716.4,44.3,21.94
Town12,10220,-1,6.0,203.8,right,0.088,88.0,24.7,0.0,2.75,0,0,True,-396.0,5954.2,82.1,6.4
Town12,1166,1,2676.7,1254.0,left,0.0,210.0,-9.6,44.0,3.5,0,0,False,2505.6,-1678.8,130.0,1.04
Town12,12931,-1,0.0,500.0,left,0.0,92.0,-10.5,0.0,3.5,0,0,True,-3762.8,1964.4,128.5,2.61
Town12,2365,2,68.2,193.9,right,0.029,46.0,13.6,500.0,3.5,0,0,True,924.8,3078.5,80.1,6.72
Town12,934,-1,18.2,397.3,left,0.0,182.0,-26.2,490.0,3.25,0,1,False,2436.7,3726.8,114.6,3.28
Town12,639,-2,27.4,87.6,right,0.124,86.0,56.2,2.0,3.41,0,0,False,926.0,3124.1,53.8,14.88
Town12,738,3,1314.5,1185.9,left,0.011,242.0,-11.7,500.0,3.5,0,3,False,-1285.2,3087.1,130.0,1.1
Town12,738,4,1314.5,1185.9,left,0.011,242.0,-11.7,500.0,3.5,1,2,False,-1285.3,3083.6,130.0,1.1
Town12,738,5,1314.5,1185.9,left,0.011,242.0,-11.7,500.0,3.5,2,1,False,-1285.3,3080.1,130.0,1.1
Town12,581,-2,73.3,175.7,right,0.143,82.0,26.7,0.0,3.5,0,0,False,-646.4,3054.3,76.2,7.42
Town12,1,-1,740.0,294.6,left,0.0,170.0,-33.1,500.0,3.5,0,0,False,3939.5,750.0,98.7,4.43
Town12,1,1,1527.0,908.7,left,0.0,210.0,-13.2,0.0,3.5,0,0,False,3735.3,-0.2,130.0,1.44
Town12,1166,1,2680.2,1270.7,left,0.163,216.0,-9.7,40.0,3.5,0,0,False,2502.1,-1678.8,130.0,1.03
Town12,370,1,2667.0,1412.3,right,0.0,626.0,25.4,500.0,3.5,0,0,False,-287.0,-1564.3,130.0,0.92
Town12,732,-1,511.4,2150.3,left,0.054,428.0,-11.4,0.0,3.5,0,0,False,-795.5,-809.7,130.0,0.61
Town12,370,1,2666.9,1412.3,right,0.0,586.0,23.8,500.0,3.5,0,0,False,-286.9,-1564.4,130.0,0.92
Town12,366,1,59.8,252.1,left,0.017,276.0,-62.7,206.0,3.5,0,0,False,-3499.9,1852.4,91.3,5.17
Town12,943,1,14.5,172.4,right,0.157,74.0,24.6,500.0,3.25,0,1,False,2405.4,5241.3,75.5,7.56
Town12,364,-1,0.0,251.8,right,0.0,278.0,63.2,0.0,3.5,0,0,False,-3341.4,1622.5,91.2,5.18
Town12,363,-1,0.0,398.7,left,0.0,224.0,-32.2,0.0,3.5,0,0,False,-3427.2,1214.0,114.8,3.27
Town12,363,1,241.9,399.4,right,0.02,222.0,31.8,68.0,3.5,0,0,False,-3389.9,1449.3,114.9,3.27
Town12,1002,-1,115.2,314.0,right,0.16,72.0,13.1,500.0,3.25,0,1,False,232.8,5143.0,101.9,4.15
Town12,12,-1,146.9,175.0,left,0.118,102.0,-33.4,0.0,2.75,0,0,False,294.3,5730.9,76.1,7.45
Town12,1002,-1,204.7,519.9,left,0.149,70.0,-7.7,0.0,3.25,0,1,False,318.9,5121.5,130.0,2.51
Town12,208,-1,175.0,43.3,left,0.0,44.0,-58.2,0.0,2.75,0,0,False,-311.7,5056.4,37.8,30.08
Town12,170,-2,222.2,156.6,right,0.013,78.0,28.5,418.0,3.5,0,1,False,116.6,6310.1,71.9,8.33
Town12,317,2,35.5,197.3,right,0.0,86.0,25.0,0.0,3.5,0,0,False,733.4,3052.1,80.7,6.61
Town12,304,-1,138.0,520.0,right,0.165,76.0,8.4,500.0,3.25,0,1,False,2352.2,4993.4,130.0,2.51
Town12,10982,-3,4.4,272.1,right,0.0,160.0,33.7,0.0,3.5,1,0,True,3825.5,5335.6,94.8,4.79
Town12,10982,-2,3.1,272.8,right,0.02,156.0,32.8,500.0,3.5,0,1,True,3829.2,5334.8,94.9,4.78
Town12,304,2,231.6,519.1,left,0.152,74.0,-8.2,16.0,3.25,1,0,False,2446.1,4994.9,130.0,2.51
Town12,10982,-3,3.5,272.1,right,0.0,40.0,8.4,500.0,3.5,1,0,True,3825.7,5334.7,94.8,4.79
Town12,104,2,157.0,446.4,left,0.078,60.0,-7.7,0.0,3.5,0,0,False,-1084.0,3112.7,121.5,2.92
Town12,701,-3,25.1,342.2,right,0.0,82.0,13.7,0.0,3.5,1,0,False,3529.2,5913.9,106.3,3.81
Town12,805,-1,485.4,40.8,right,0.025,46.0,64.7,500.0,2.75,0,0,False,-1676.4,3296.2,36.7,32.0
Town12,223,1,1193.7,128.1,right,0.031,158.0,70.6,14.0,3.0,0,0,False,-2441.6,1049.4,65.1,10.18
Town12,68,-1,36.0,270.7,right,0.16,82.0,17.4,6.0,2.75,0,0,False,-1248.0,3709.9,94.6,4.82
Town12,6259,1,0.8,77.2,right,0.0,58.0,43.1,0.0,2.75,0,0,True,-954.4,3763.3,50.5,16.89
Town12,281,-1,366.8,500.0,left,0.0,336.0,-38.5,0.0,3.0,0,0,False,-3265.9,2744.6,128.5,2.61
Town12,855,-2,144.0,128.0,right,0.153,218.0,97.5,458.0,3.5,0,1,False,-2483.1,4055.4,65.1,10.18
Town12,855,-3,144.0,128.0,right,0.153,218.0,97.5,458.0,3.5,1,0,False,-2486.3,4053.9,65.1,10.18
Town12,701,-2,23.8,344.3,right,0.024,78.0,13.0,212.0,3.5,0,1,False,3532.9,5913.2,106.7,3.79
Town12,935,1,110.8,399.8,left,0.013,298.0,-42.7,500.0,3.25,0,1,False,2581.4,4327.2,114.9,3.26
Town12,756,2,160.4,220.1,right,0.004,68.0,17.7,0.0,3.5,0,0,False,2435.8,3041.5,85.3,5.92
Town12,471,-2,32.0,94.7,right,0.092,82.0,49.6,0.0,3.5,0,0,False,829.8,3053.5,55.9,13.77
Town12,13669,-2,0.0,399.5,right,0.0,126.0,18.1,0.0,3.25,1,0,True,2572.5,4183.6,114.9,3.26
Town12,13669,-1,0.0,399.5,right,0.0,126.0,18.1,0.0,3.25,0,1,True,2575.7,4182.9,114.9,3.26
Town12,12,1,149.3,171.7,left,0.155,104.0,-34.7,0.0,2.75,0,0,False,294.9,5734.5,75.3,7.59
Town12,10156,-1,0.0,419.5,left,0.0,456.0,-62.3,0.0,2.75,0,0,True,-387.0,5950.4,117.7,3.11
Town12,732,1,958.5,2156.4,right,0.124,428.0,11.4,194.0,3.5,0,0,False,-837.2,-365.3,130.0,0.6
Town12,170,-3,219.5,162.0,right,0.169,82.0,29.0,418.0,3.5,1,0,False,116.8,6305.7,73.2,8.05
Town12,12,1,269.0,176.5,right,0.169,102.0,33.1,68.0,2.75,0,0,False,256.7,5844.4,76.4,7.39
Town12,184,-2,4.3,227.6,right,0.113,62.0,15.6,0.0,3.5,0,0,False,2438.8,3040.1,86.7,5.73
Town12,1119,-4,0.0,101.1,left,0.0,162.0,-91.8,0.0,3.5,2,0,False,-922.5,3034.3,57.8,12.9
Town12,1119,-3,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,1,1,False,-919.6,3036.2,57.8,12.9
Town12,1119,-2,0.0,101.1,left,0.0,1180.0,-668.9,0.0,3.5,0,2,False,-916.6,3038.1,57.8,12.9
Town12,574,-1,226.0,505.9,right,0.164,244.0,27.6,56.0,3.0,0,0,False,-3975.8,1860.8,129.3,2.58
Town12,19931,1,6.2,238.2,left,0.152,52.0,-12.5,438.0,3.5,0,0,True,2539.9,1498.1,88.7,5.47
Town12,19931,1,6.3,230.2,left,0.161,138.0,-34.3,438.0,3.5,0,0,True,2539.9,1498.1,87.2,5.66
Town12,13899,-2,57.0,1113.6,right,0.126,326.0,16.8,0.0,3.5,0,0,True,-2512.9,4314.5,130.0,1.17
Town12,1152,-2,50.0,2000.0,right,0.0,890.0,25.5,500.0,3.5,1,0,False,-3865.9,2151.5,130.0,0.65
Town12,1152,-1,66.1,2000.0,right,0.0,872.0,25.0,0.0,3.5,0,0,False,-3854.1,2162.4,130.0,0.65
Town12,1152,1,959.7,2005.1,left,0.125,872.0,-24.9,500.0,3.5,0,0,False,-3348.5,2890.2,130.0,0.65
Town12,1152,1,960.4,2010.2,left,0.175,592.0,-16.9,500.0,3.5,0,0,False,-3348.2,2890.9,130.0,0.65
Town12,1155,1,447.1,449.3,right,0.0,116.0,14.8,0.0,3.5,0,0,False,-2935.6,3867.1,121.9,2.9
Town12,1151,-2,600.2,144.0,left,0.0,234.0,-93.1,70.0,3.5,0,0,False,-2696.7,4444.1,69.0,9.06
Town12,1156,1,52.5,449.3,right,0.0,196.0,25.0,0.0,3.5,0,0,False,-2881.2,3923.3,121.9,2.9
Town12,1164,1,243.7,165.7,right,0.0,60.0,20.7,0.0,2.75,0,0,False,491.0,5832.6,74.0,7.87
Town12,809,1,144.1,130.3,left,0.113,100.0,-44.0,0.0,2.75,0,0,False,-991.2,3722.5,65.6,10.01
Town12,20213,-4,0.0,411.5,right,0.105,358.0,49.8,0.0,3.5,2,0,True,3785.3,3114.6,116.6,3.17
Town12,20213,-3,0.0,430.2,right,0.1,690.0,91.9,0.0,3.5,1,1,True,3785.5,3111.1,119.2,3.03
Town12,20213,-2,0.0,430.2,right,0.1,690.0,91.9,0.0,3.5,0,2,True,3785.8,3107.7,119.2,3.03
Town12,167,-3,125.9,375.4,left,0.0,92.0,-14.0,0.0,3.5,1,0,False,658.1,6025.7,111.4,3.47
Town12,9893,-2,15.4,519.9,right,0.154,72.0,7.9,464.0,3.5,0,0,True,676.3,6064.1,130.0,2.51
Town12,67,-1,188.0,423.4,right,0.153,114.0,15.4,12.0,2.75,0,0,False,-1328.7,3450.3,118.3,3.08
Town12,174,-2,18.0,104.8,right,0.044,86.0,47.0,0.0,3.41,0,0,False,-2453.1,4113.7,58.9,12.44
Town12,18,1,130.9,50.8,left,0.0,44.0,-49.6,0.0,3.0,0,0,False,2116.3,4357.1,41.0,25.66
Town12,370,1,2670.6,1420.5,right,0.162,484.0,19.5,500.0,3.5,0,0,False,-290.2,-1562.7,130.0,0.92
Town12,208,1,242.0,43.3,right,0.0,50.0,66.1,0.0,2.75,0,0,False,-270.6,5012.0,37.8,30.08
Town12,215,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,False,2477.7,3187.2,57.6,13.01
Town12,215,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,False,2479.9,3184.5,57.6,13.01
Town12,216,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,False,2520.1,3207.5,57.6,13.01
Town12,216,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,False,2520.8,3204.0,57.6,13.01
Town12,217,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,False,2571.4,3206.2,57.6,13.01
Town12,217,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,False,2570.5,3202.8,57.6,13.01
Town12,738,3,1313.4,1184.9,left,0.0,470.0,-22.7,0.0,3.5,0,3,False,-1286.3,3087.1,130.0,1.1
Town12,738,4,1313.4,1184.9,left,0.0,470.0,-22.7,0.0,3.5,1,2,False,-1286.4,3083.6,130.0,1.1
Town12,738,5,1313.4,1184.9,left,0.0,470.0,-22.7,0.0,3.5,2,1,False,-1286.5,3080.1,130.0,1.1
Town12,223,-1,183.7,142.5,right,0.1,190.0,76.4,0.0,3.0,0,0,False,-2992.8,471.4,68.6,9.15
Town12,222,1,679.3,154.7,right,0.164,136.0,50.4,174.0,3.0,0,0,False,-3083.6,739.1,71.5,8.43
Town12,223,-1,184.0,139.0,right,0.101,284.0,117.0,0.0,3.0,0,0,False,-2992.4,471.3,67.8,9.38
Town12,20065,2,84.2,273.6,right,0.152,68.0,14.2,4.0,3.43,0,0,True,-2427.7,4015.5,95.1,4.77
Town12,580,-2,28.0,106.0,right,0.112,92.0,49.7,0.0,3.41,0,0,False,-2455.9,4932.4,59.2,12.3
Town12,581,-2,74.0,171.3,right,0.069,62.0,20.7,0.0,3.5,0,0,False,-647.2,3054.3,75.3,7.61
Town12,584,1,58.9,79.0,right,0.155,40.0,29.0,374.0,2.75,0,0,False,-1508.9,3794.6,51.1,16.5
Town12,984,1,132.7,347.3,right,0.0,122.0,20.1,0.0,3.25,0,1,False,927.2,4697.0,107.1,3.75
Town12,621,2,293.7,115.8,left,0.0,134.0,-66.3,0.0,3.5,0,0,False,3855.9,3107.2,61.9,11.26
Town12,162,-2,107.7,500.0,right,0.0,78.0,8.9,118.0,3.5,0,1,False,2116.9,6077.3,128.5,2.61
Town12,1138,1,189.0,93.6,right,0.013,90.0,55.1,244.0,2.75,0,0,False,2388.9,1693.7,55.6,13.93
Town12,465,-1,532.7,98.3,left,0.155,42.0,-24.5,500.0,2.75,0,0,False,3601.8,1864.1,57.0,13.26
Town12,637,-4,0.0,100.2,left,0.0,166.0,-94.9,0.0,3.5,2,0,False,2635.6,3162.3,57.6,13.01
Town12,637,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,False,2632.7,3160.5,57.6,13.01
Town12,637,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,False,2629.7,3158.6,57.6,13.01
Town12,1157,-4,633.9,410.7,right,0.0,174.0,24.3,0.0,3.5,2,0,False,3775.2,5970.6,116.5,3.18
Town12,1157,-3,633.9,410.7,right,0.0,174.0,24.3,0.0,3.5,1,1,False,3778.7,5971.2,116.5,3.18
Town12,1157,-2,633.9,410.7,right,0.0,174.0,24.3,0.0,3.5,0,2,False,3782.1,5971.8,116.5,3.18
Town12,3129,-2,3.9,164.9,right,0.0,78.0,27.1,0.0,3.5,0,0,True,4025.5,4449.4,73.8,7.91
Town12,10863,1,15.2,419.5,right,0.0,222.0,30.3,0.0,2.75,0,0,True,-620.5,6250.2,117.7,3.11
Town12,10864,-1,0.0,419.5,left,0.0,76.0,-10.4,0.0,2.75,0,0,True,-619.9,6234.7,117.7,3.11
Town12,738,-2,49.7,1185.5,right,0.025,954.0,46.1,124.0,3.5,1,1,False,-2301.4,3732.7,130.0,1.1
Town12,738,-1,49.7,1185.5,right,0.025,954.0,46.1,124.0,3.5,0,2,False,-2304.5,3731.0,130.0,1.1
Town12,20218,2,16.6,83.8,right,0.0,78.0,53.3,0.0,3.28,0,0,True,982.6,3199.2,52.6,15.56
Town12,670,1,73.6,489.6,left,0.162,60.0,-7.0,500.0,3.25,0,1,False,976.0,3325.2,127.2,2.66
Town12,18448,-2,3.0,296.6,right,0.0,46.0,8.9,0.0,3.5,0,0,True,2479.8,3015.9,99.0,4.4
Town12,710,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,False,2606.6,3020.3,57.6,13.01
Town12,710,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,False,2604.5,3023.1,57.6,13.01
Town12,711,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,False,2544.5,2999.1,57.6,13.01
Town12,711,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,False,2544.4,3002.6,57.6,13.01
Town12,712,-3,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,1,1,False,2498.7,3009.0,57.6,13.01
Town12,712,-2,0.0,100.2,left,0.0,1180.0,-674.6,0.0,3.5,0,2,False,2500.2,3012.1,57.6,13.01
